"id"	"1_Mot"	"4_Lemme"	"5_Cgram"	"7_Genre"	"10_FreqMot"	"12_FreqLemme"
2632	tournée	tournée	NOM	f	22.759	24.193
2633	jaloux	jaloux	ADJ	m	22.737	22.741
2634	soyez	être	AUX	""	22.734	8402.797
2635	voie	voir	VER	""	22.734	3679.820
2636	responsable	responsable	NOM	e	22.725	27.899
2637	possède	posséder	VER	""	22.718	48.044
2638	rythme	rythme	NOM	m	22.715	23.538
2639	sauve	sauver	VER	""	22.706	273.579
2640	moi	moi	NOM	m	22.693	22.864
2641	propose	proposer	VER	""	22.677	71.943
2642	mesure	mesure	NOM	f	22.677	35.032
2643	fatigué	fatiguer	VER	m	22.652	53.987
2644	team	team	NOM	m	22.652	22.972
2645	rater	rater	VER	""	22.633	78.968
2646	origine	origine	NOM	f	22.620	27.006
2647	inventé	inventer	VER	""	22.611	47.348
2648	voyais	voir	VER	""	22.611	3679.820
2649	installer	installer	VER	""	22.601	62.984
2650	espérons	espérer	VER	""	22.579	337.943
2651	pousse	pousser	VER	""	22.557	111.981
2652	avant	avant	ADJ	e	22.554	22.566
2653	acteur	acteur	NOM	m	22.554	52.734
2654	équipage	équipage	NOM	m	22.519	23.250
2655	arrives	arriver	VER	""	22.513	1211.342
2656	business	business	NOM	m	22.513	22.551
2657	whisky	whisky	NOM	m	22.506	22.892
2658	enterrement	enterrement	NOM	m	22.465	24.174
2659	chou	chou	NOM	m	22.446	26.158
2660	réglé	régler	VER	m	22.411	89.804
2661	technologie	technologie	NOM	f	22.408	25.747
2662	aurons	avoir	VER	""	22.389	13032.016
2663	attirer	attirer	VER	""	22.377	64.294
2664	tâche	tâche	NOM	f	22.354	29.563
2665	pis	pis	ADV	""	22.351	22.358
2666	souffre	souffrir	VER	""	22.348	85.766
2667	écran	écran	NOM	m	22.348	25.756
2668	vengeance	vengeance	NOM	f	22.342	22.560
2669	venger	venger	VER	""	22.332	32.225
2670	absence	absence	NOM	f	22.316	23.623
2671	sage	sage	ADJ	e	22.310	26.604
2672	rencard	rencard	NOM	m	22.304	25.253
2673	t	t	NOM	m	22.282	23.304
2674	adieu	adieu	NOM	m	22.263	28.241
2675	principal	principal	ADJ	m	22.263	43.997
2676	parlera	parler	VER	""	22.231	2026.244
2677	matériel	matériel	NOM	m	22.228	22.440
2678	employés	employé	NOM	m	22.212	39.380
2679	casier	casier	NOM	e	22.174	24.544
2680	cents	cents	ADJ:num	""	22.171	47.972
2681	nourrir	nourrir	VER	""	22.165	46.636
2682	afin de	afin de	PRE	""	22.155	30.051
2683	concernant	concernant	PRE	""	22.155	22.158
2684	salaire	salaire	NOM	m	22.120	25.778
2685	filer	filer	VER	""	22.089	73.547
2686	passent	passer	VER	""	22.085	1522.114
2687	brûle	brûler	VER	""	22.082	86.573
2688	lois	loi	NOM	f	22.079	105.082
2689	crème	crème	NOM	e	22.073	23.278
2690	explication	explication	NOM	f	22.054	28.149
2691	rêve	rêver	VER	""	22.028	84.608
2692	lady	lady	NOM	f	22.013	22.047
2693	amenez	amener	VER	""	22.003	199.848
2694	normalement	normalement	ADV	""	22.000	22.000
2695	ben	ben	ADV	""	22.000	22.000
2696	essayait	essayer	VER	""	22.000	837.753
2697	seras	être	AUX	""	21.997	8402.797
2698	incendie	incendie	NOM	m	21.994	25.285
2699	rire	rire	NOM	m	21.975	46.066
2700	ben	ben	ONO	""	21.955	21.955
2701	correct	correct	ADJ	m	21.943	29.019
2702	chansons	chanson	NOM	f	21.930	98.016
2703	tapis	tapis	NOM	m	21.924	21.924
2704	permis	permettre	VER	m	21.921	150.633
2705	chute	chute	NOM	f	21.918	25.528
2706	c	c	PRO:dem	""	21.911	18912.297
2707	ménage	ménage	NOM	m	21.905	22.722
2708	ceinture	ceinture	NOM	f	21.905	25.763
2709	canapé	canapé	NOM	m	21.905	22.972
2710	chanceux	chanceux	ADJ	m	21.877	29.123
2711	atteint	atteindre	VER	m	21.864	71.627
2712	rêvé	rêver	VER	""	21.858	84.608
2713	comité	comité	NOM	m	21.829	22.627
2714	eu	avoir	AUX	m	21.826	19741.582
2715	plat	plat	NOM	m	21.826	30.456
2716	venais	venir	VER	""	21.797	2424.339
2717	circonstances	circonstance	NOM	f	21.794	24.022
2718	tromper	tromper	VER	""	21.791	122.212
2719	sentais	sentir	VER	""	21.772	539.494
2720	attendait	attendre	VER	""	21.759	1269.411
2721	identifier	identifier	VER	""	21.722	49.845
2722	personnellement	personnellement	ADV	""	21.709	21.709
2723	étape	étape	NOM	f	21.706	27.304
2724	accompagner	accompagner	VER	""	21.703	64.940
2725	jeudi	jeudi	NOM	m	21.690	23.120
2726	foutez	foutre	VER	""	21.684	291.728
2727	entretien	entretien	NOM	m	21.677	25.066
2728	potes	pote	NOM	e	21.674	111.883
2729	bas	bas	ADV	""	21.665	21.797
2730	élèves	élève	NOM	e	21.665	36.079
2731	royaume	royaume	NOM	m	21.655	23.380
2732	trouvent	trouver	VER	""	21.655	1476.832
2733	récompense	récompense	NOM	f	21.652	23.880
2734	gloire	gloire	NOM	f	21.630	21.842
2735	concentrer	concentrer	VER	""	21.611	59.006
2736	entièrement	entièrement	ADV	""	21.601	21.608
2737	préviens	prévenir	VER	""	21.595	106.750
2738	cinq	cinq	NOM	m	21.592	21.639
2739	région	région	NOM	f	21.589	24.415
2740	finis	finir	VER	m	21.585	539.525
2741	porc	porc	NOM	m	21.585	27.405
2742	cage	cage	NOM	f	21.544	23.718
2743	rempli	remplir	VER	m	21.541	64.424
2744	champion	champion	NOM	m	21.535	29.342
2745	haine	haine	NOM	f	21.506	22.671
2746	personnage	personnage	NOM	m	21.497	32.465
2747	moque	moquer	VER	""	21.484	59.826
2748	sandwich	sandwich	NOM	m	21.481	26.161
2749	ballon	ballon	NOM	m	21.478	27.449
2750	placard	placard	NOM	m	21.475	23.709
2751	couche	coucher	VER	""	21.475	165.193
2752	bloc	bloc	NOM	m	21.465	25.759
2753	engager	engager	VER	""	21.449	78.880
2754	objets	objet	NOM	m	21.449	47.592
2755	aidera	aider	VER	""	21.443	802.867
2756	irais	aller	VER	""	21.418	9795.946
2757	singe	singe	NOM	m	21.411	31.323
2758	soyons	être	VER	""	21.389	35040.212
2759	collier	collier	NOM	m	21.351	23.016
2760	annoncer	annoncer	VER	""	21.345	50.551
2761	frais	frais	NOM	m	21.339	22.009
2762	alarme	alarme	NOM	f	21.332	23.927
2763	aimerai	aimer	VER	""	21.329	1601.354
2764	prévenu	prévenir	VER	m	21.323	106.750
2765	prenne	prendre	VER	""	21.323	1894.187
2766	lâcher	lâcher	VER	""	21.304	152.028
2767	correspond	correspondre	VER	""	21.304	39.092
2768	étudiants	étudiant	NOM	m	21.304	43.209
2769	essaies	essayer	VER	""	21.275	837.753
2770	alliez	aller	VER	""	21.259	9795.946
2771	apprends	apprendre	VER	""	21.241	337.956
2772	conditions	condition	NOM	f	21.206	41.759
2773	sec	sec	ADJ	m	21.199	32.886
2774	soeurs	soeur	NOM	f	21.187	154.139
2775	rayon	rayon	NOM	m	21.177	30.196
2776	bosse	bosser	VER	""	21.174	75.399
2777	contacter	contacter	VER	""	21.152	54.775
2778	emmerde	emmerder	VER	""	21.142	31.392
2779	sacrée	sacré	ADJ	f	21.127	54.095
2780	désert	désert	NOM	m	21.123	21.902
2781	excellente	excellent	ADJ	f	21.117	76.278
2782	kilomètres	kilomètre	NOM	m	21.101	24.851
2783	alliance	alliance	NOM	f	21.095	24.076
2784	échoué	échouer	VER	""	21.066	41.896
2785	collègues	collègue	NOM	e	21.060	40.184
2786	laissons	laisser	VER	""	21.054	1354.038
2787	affronter	affronter	VER	""	21.051	33.696
2788	auront	avoir	VER	""	21.044	13032.016
2789	lancé	lancer	VER	""	21.035	93.516
2790	devoirs	devoir	NOM	m	21.035	59.152
2791	respecte	respecter	VER	""	21.032	62.712
2792	jugement	jugement	NOM	m	21.003	22.453
2793	parte	partir	VER	""	20.987	1035.642
2794	traite	traiter	VER	""	20.978	104.415
2795	fallu	falloir	VER	m	20.975	1197.820
2796	malheur	malheur	NOM	m	20.962	24.047
2797	têtes	tête	NOM	f	20.959	422.155
2798	tempête	tempête	NOM	f	20.937	23.500
2799	soif	soif	NOM	f	20.930	21.051
2800	masque	masque	NOM	e	20.911	27.016
2801	bibliothèque	bibliothèque	NOM	f	20.902	21.848
2802	lentement	lentement	ADV	""	20.899	20.899
2803	écouté	écouter	VER	""	20.892	572.348
2804	profond	profond	ADJ	m	20.886	39.453
2805	incident	incident	NOM	m	20.867	24.487
2806	commençons	commencer	VER	""	20.864	511.149
2807	fut	être	AUX	""	20.861	8402.797
2808	urgences	urgence	NOM	f	20.858	71.785
2809	port	port	NOM	m	20.839	22.908
2810	qualité	qualité	NOM	f	20.835	29.051
2811	essai	essai	NOM	m	20.826	29.066
2812	gâcher	gâcher	VER	""	20.823	54.873
2813	dure	durer	VER	""	20.820	62.759
2814	perdue	perdre	VER	f	20.785	545.231
2815	promis	promis	NOM	m	20.782	21.601
2816	découvre	découvrir	VER	""	20.782	169.184
2817	censée	censé	ADJ	f	20.741	97.554
2818	vote	vote	NOM	m	20.737	30.190
2819	secteur	secteur	NOM	m	20.718	22.554
2820	somme	somme	NOM	e	20.699	28.418
2821	continue	continue	ADJ	f	20.693	21.225
2822	donnera	donner	VER	""	20.636	1133.864
2823	créature	créature	NOM	f	20.627	35.715
2824	limites	limite	NOM	f	20.614	40.288
2825	mystère	mystère	NOM	m	20.604	25.285
2826	reconnu	reconnaître	VER	m	20.595	107.842
2827	passion	passion	NOM	f	20.595	23.272
2828	remplir	remplir	VER	""	20.589	64.424
2829	monté	monter	VER	m	20.579	196.038
2830	soins	soin	NOM	m	20.576	94.161
2831	arrière	arrière	ADJ	""	20.576	20.775
2832	existence	existence	NOM	f	20.547	20.883
2833	condition	condition	NOM	f	20.547	41.759
2834	seriez	être	VER	""	20.535	35040.212
2835	voudriez	vouloir	VER	""	20.522	5239.237
2836	joueur	joueur	NOM	m	20.516	37.294
2837	juste	juste	NOM	e	20.516	21.278
2838	procédure	procédure	NOM	f	20.513	24.677
2839	curieux	curieux	ADJ	m	20.509	28.272
2840	lumières	lumière	NOM	f	20.506	107.712
2841	davantage	davantage	ADV	""	20.497	20.497
2842	ho	ho	ONO	""	20.484	24.560
2843	tienne	tienne	PRO:pos	f	20.481	54.120
2844	complet	complet	ADJ	m	20.475	35.813
2845	briser	briser	VER	""	20.472	65.339
2846	tension	tension	NOM	f	20.472	23.142
2847	retenir	retenir	VER	""	20.468	74.294
2848	souffle	souffle	NOM	m	20.462	20.832
2849	voyager	voyager	VER	""	20.462	45.804
2850	soient	être	AUX	""	20.462	8402.797
2851	cigarette	cigarette	NOM	f	20.437	35.943
2852	verres	verre	NOM	m	20.430	155.111
2853	courrier	courrier	NOM	m	20.421	21.158
2854	monnaie	monnaie	NOM	f	20.405	20.756
2855	forcé	forcer	VER	m	20.396	71.741
2856	impressionnant	impressionnant	ADJ	m	20.386	25.054
2857	crie	crier	VER	""	20.380	86.297
2858	courageux	courageux	ADJ	m	20.367	28.737
2859	prenons	prendre	VER	""	20.354	1894.187
2860	mariés	marier	VER	""	20.348	184.310
2861	fruits	fruit	NOM	m	20.335	33.642
2862	sauté	sauter	VER	""	20.316	105.171
2863	remis	remettre	VER	m	20.310	144.367
2864	américaine	américain	ADJ	f	20.297	71.797
2865	ouverte	ouvrir	VER	f	20.256	322.617
2866	gare	gare	NOM	f	20.250	21.434
2867	signes	signe	NOM	m	20.241	80.408
2868	chirurgie	chirurgie	NOM	f	20.231	21.000
2869	soigner	soigner	VER	""	20.212	40.608
2870	effets	effet	NOM	m	20.203	129.756
2871	tasse	tasse	NOM	f	20.190	23.291
2872	section	section	NOM	f	20.184	21.965
2873	annuler	annuler	VER	""	20.180	57.003
2874	miroir	miroir	NOM	m	20.165	23.541
2875	vampire	vampire	NOM	e	20.158	36.560
2876	auriez	avoir	VER	""	20.155	13032.016
2877	manques	manquer	VER	""	20.155	247.231
2878	rejoins	rejoindre	VER	""	20.146	107.892
2879	disque	disque	NOM	m	20.136	30.823
2880	anglais	anglais	ADJ	m	20.133	27.975
2881	avantage	avantage	NOM	m	20.130	28.956
2882	miel	miel	NOM	m	20.114	20.165
2883	c'est-à-dire	c'est-à-dire	ADV	""	20.111	20.199
2884	auparavant	auparavant	ADV	""	20.108	20.111
2885	épreuve	épreuve	NOM	f	20.101	26.924
2886	dehors	dehors	ONO	""	20.101	20.101
2887	vivait	vivre	VER	""	20.079	441.066
2888	pot	pot	NOM	m	20.070	24.839
2889	portes	porter	VER	""	20.066	311.816
2890	ami	ami	ADJ	m	20.041	82.161
2891	profil	profil	NOM	m	20.035	21.443
2892	tenue	tenue	NOM	f	19.994	23.288
2893	approcher	approcher	VER	""	19.991	100.206
2894	assistant	assistant	NOM	m	19.987	42.127
2895	sacs	sac	NOM	m	19.975	131.709
2896	poussé	pousser	VER	m	19.972	111.981
2897	proposé	proposer	VER	""	19.959	71.943
2898	avouer	avouer	VER	""	19.940	59.076
2899	diriger	diriger	VER	""	19.930	88.396
2900	pensiez	penser	VER	""	19.921	2085.206
2901	médical	médical	ADJ	m	19.902	45.747
2902	gardien	gardien	NOM	m	19.892	29.405
2903	occupée	occuper	VER	f	19.889	384.057
2904	échappé	échapper	VER	m	19.880	88.165
2905	liquide	liquide	NOM	e	19.870	20.680
2906	appellerai	appeler	VER	""	19.832	1136.405
2907	barre	barre	NOM	f	19.829	24.801
2908	préféré	préféré	ADJ	m	19.813	39.323
2909	accusation	accusation	NOM	f	19.813	30.867
2910	organisation	organisation	NOM	f	19.810	21.937
2911	sales	sale	ADJ	""	19.807	113.592
2912	lance	lancer	VER	""	19.801	93.516
2913	possibilité	possibilité	NOM	f	19.797	29.608
2914	suffisamment	suffisamment	ADV	""	19.785	19.791
2915	politique	politique	ADJ	e	19.775	28.361
2916	nommé	nommer	VER	""	19.775	43.332
2917	séance	séance	NOM	f	19.766	24.737
2918	faisaient	faire	VER	""	19.763	9061.728
2919	désir	désir	NOM	m	19.756	28.930
2920	carrément	carrément	ADV	""	19.744	19.753
2921	football	football	NOM	m	19.728	19.734
2922	documents	document	NOM	m	19.725	30.032
2923	brisé	briser	VER	""	19.715	65.339
2924	commencez	commencer	VER	""	19.715	511.149
2925	échec	échec	NOM	m	19.715	29.722
2926	français	français	ADJ	m	19.706	30.756
2927	efforts	effort	NOM	m	19.693	38.975
2928	profondément	profondément	ADV	""	19.690	19.696
2929	foot	foot	NOM	m	19.677	19.693
2930	loup	loup	NOM	m	19.677	30.547
2931	chiffres	chiffre	NOM	m	19.661	28.291
2932	audience	audience	NOM	f	19.649	21.380
2933	terres	terre	NOM	f	19.646	247.161
2934	précis	précis	ADJ	m	19.646	30.316
2935	reçu	reçu	ADJ	m	19.646	21.139
2936	interroger	interroger	VER	""	19.633	48.174
2937	secrète	secret	ADJ	f	19.623	75.693
2938	domaine	domaine	NOM	m	19.598	22.430
2939	organiser	organiser	VER	""	19.598	58.744
2940	suggère	suggérer	VER	""	19.595	44.804
2941	couvre	couvrir	VER	""	19.589	85.434
2942	sorte	sortir	VER	""	19.585	920.845
2943	drogues	drogue	NOM	f	19.582	85.639
2944	allaient	aller	VER	""	19.573	9795.946
2945	meilleure	meilleur	NOM	f	19.566	104.617
2946	restent	rester	VER	""	19.557	924.022
2947	télévision	télévision	NOM	f	19.554	20.063
2948	empire	empire	NOM	m	19.551	20.218
2949	elle-même	elle-même	PRO:per	f	19.551	21.468
2950	proposition	proposition	NOM	f	19.541	22.538
2951	poison	poison	NOM	m	19.538	20.709
2952	urgent	urgent	ADJ	m	19.535	24.247
2953	copie	copie	NOM	f	19.525	27.601
2954	faits	faire	VER	m	19.519	9061.728
2955	second	second	ADJ	m	19.513	69.858
2956	serpent	serpent	NOM	m	19.513	28.513
2957	aies	avoir	VER	""	19.503	13032.016
2958	chambres	chambre	NOM	f	19.503	251.304
2959	bagages	bagage	NOM	m	19.487	22.557
2960	moto	moto	NOM	f	19.465	22.718
2961	attitude	attitude	NOM	f	19.462	20.108
2962	sauce	sauce	NOM	e	19.459	20.345
2963	séparer	séparer	VER	""	19.459	66.402
2964	rentres	rentrer	VER	""	19.437	465.915
2965	fumée	fumée	NOM	f	19.437	20.139
2966	patience	patience	NOM	f	19.421	19.456
2967	limite	limite	NOM	f	19.411	40.288
2968	visiter	visiter	VER	""	19.408	32.054
2969	affreux	affreux	ADJ	m	19.405	26.829
2970	avoue	avouer	VER	""	19.386	59.076
2971	compliqué	compliqué	ADJ	m	19.380	27.434
2972	ferme	ferme	ADJ	e	19.370	21.832
2973	fleur	fleur	NOM	f	19.364	70.953
2974	déjeuner	déjeuner	VER	""	19.364	32.130
2975	poissons	poisson	NOM	m	19.358	60.623
2976	ajouter	ajouter	VER	""	19.354	43.687
2977	blanc	blanc	NOM	m	19.351	34.949
2978	gamin	gamin	ADJ	m	19.345	25.598
2979	terminer	terminer	VER	""	19.339	164.294
2980	semblez	sembler	VER	""	19.329	297.209
2981	naturel	naturel	ADJ	m	19.310	36.079
2982	approchez	approcher	VER	""	19.304	100.206
2983	voyait	voir	VER	""	19.285	3679.820
2984	effort	effort	NOM	m	19.278	38.975
2985	meilleures	meilleur	ADJ	f	19.272	294.222
2986	privé	privé	ADJ	m	19.263	51.057
2987	adieu	adieu	ONO	""	19.263	19.266
2988	reconnaître	reconnaître	VER	""	19.250	107.842
2989	croyait	croire	VER	""	19.247	1612.497
2990	au-delà	au-delà	ADV	""	19.237	19.272
2991	montagnes	montagne	NOM	f	19.234	46.481
2992	rat	rat	NOM	m	19.234	36.962
2993	bleue	bleu	ADJ	f	19.218	58.788
2994	restée	rester	VER	""	19.209	924.022
2995	connaissent	connaître	VER	""	19.168	846.060
2996	forcer	forcer	VER	""	19.155	71.741
2997	souris	souris	NOM	f	19.146	19.152
2998	juger	juger	VER	""	19.142	56.636
2999	public	public	ADJ	m	19.136	48.978
3000	parlerai	parler	VER	""	19.127	2026.244
3001	poussière	poussière	NOM	f	19.117	20.313
3002	pensons	penser	VER	""	19.114	2085.206
3003	chasser	chasser	VER	""	19.114	46.241
3004	bonbons	bonbon	NOM	m	19.111	25.984
3005	collègue	collègue	NOM	e	19.108	40.184
3006	piano	piano	NOM	m	19.104	19.696
3007	pattes	patte	NOM	f	19.095	24.788
3008	logique	logique	ADJ	e	19.082	19.734
3009	tente	tenter	VER	""	19.066	90.070
3010	éducation	éducation	NOM	f	19.047	19.095
3011	décisions	décision	NOM	f	19.047	94.453
3012	pêche	pêche	NOM	f	19.044	21.152
3013	fantômes	fantôme	NOM	m	19.041	55.345
3014	copains	copain	NOM	m	19.041	133.054
3015	major	major	NOM	m	19.025	19.491
3016	légende	légende	NOM	f	19.013	23.196
3017	fiancée	fiancé	NOM	f	19.006	36.044
3018	connard	connard	ADJ	m	18.987	20.506
3019	disparition	disparition	NOM	f	18.981	20.763
3020	déposer	déposer	VER	""	18.959	56.642
3021	sensible	sensible	ADJ	e	18.953	24.152
3022	dragon	dragon	NOM	m	18.946	24.937
3023	empereur	empereur	NOM	m	18.924	22.430
3024	coïncidence	coïncidence	NOM	f	18.921	20.794
3025	bijoux	bijou	NOM	m	18.911	18.915
3026	fièvre	fièvre	NOM	f	18.908	19.250
3027	accompagne	accompagner	VER	""	18.892	64.940
3028	nôtres	nôtres	PRO:pos	""	18.886	34.918
3029	personnelle	personnel	ADJ	f	18.864	71.180
3030	conséquences	conséquence	NOM	f	18.864	25.468
3031	ferons	faire	VER	""	18.861	9061.728
3032	dernière	dernier	NOM	f	18.861	68.057
3033	plus	plus	NOM	m	18.858	18.861
3034	aube	aube	NOM	e	18.854	19.041
3035	extraordinaire	extraordinaire	ADJ	e	18.845	22.206
3036	étoile	étoile	NOM	f	18.845	50.003
3037	causé	causer	VER	""	18.835	65.997
3038	boite	boiter	VER	""	18.829	24.047
3039	voudra	vouloir	VER	""	18.823	5239.237
3040	raisonnable	raisonnable	ADJ	e	18.820	21.291
3041	info	info	NOM	f	18.810	57.750
3042	extrêmement	extrêmement	ADV	""	18.810	18.810
3043	produits	produit	NOM	m	18.804	35.066
3044	objection	objection	NOM	f	18.782	21.041
3045	invite	inviter	VER	""	18.772	114.212
3046	sexuelle	sexuel	ADJ	f	18.759	55.459
3047	parties	partie	NOM	e	18.756	249.241
3048	assassiné	assassiner	VER	m	18.756	39.003
3049	premiers	premier	ADJ	m	18.753	411.294
3050	sûrs	sûr	ADJ	m	18.750	1016.275
3051	remets	remettre	VER	""	18.750	144.367
3052	charmante	charmant	ADJ	f	18.747	51.636
3053	merveilleuse	merveilleux	ADJ	f	18.725	69.266
3054	chers	cher	ADJ	m	18.693	133.741
3055	comptez	compter	VER	""	18.693	221.991
3056	golf	golf	NOM	m	18.677	18.829
3057	contrôle	contrôler	VER	""	18.665	77.323
3058	autorisation	autorisation	NOM	f	18.661	20.152
3059	jouait	jouer	VER	""	18.661	527.152
3060	musée	musée	NOM	m	18.646	20.503
3061	lutte	lutte	NOM	f	18.646	19.408
3062	officiers	officier	NOM	m	18.642	66.570
3063	thérapie	thérapie	NOM	f	18.627	19.737
3064	trouverez	trouver	VER	""	18.617	1476.832
3065	vers	vers	NOM	m	18.614	18.633
3066	valise	valise	NOM	f	18.614	30.136
3067	cercle	cercle	NOM	m	18.614	21.851
3068	taux	taux	NOM	m	18.611	18.611
3069	refuser	refuser	VER	""	18.601	130.722
3070	prenait	prendre	VER	""	18.595	1894.187
3071	re	r	ADV	""	18.595	18.712
3072	lignes	ligne	NOM	f	18.585	110.218
3073	meurent	mourir	VER	""	18.570	832.506
3074	magazine	magazine	NOM	m	18.566	26.722
3075	man	man	NOM	""	18.566	20.962
3076	coupable	coupable	NOM	e	18.554	22.528
3077	assis	assis	ADJ	m	18.551	21.092
3078	vend	vendre	VER	""	18.544	193.614
3079	imagination	imagination	NOM	f	18.525	18.725
3080	iras	aller	VER	""	18.509	9795.946
3081	paire	paire	NOM	f	18.503	22.649
3082	psy	psy	NOM	e	18.491	19.829
3083	chaude	chaud	ADJ	f	18.472	70.560
3084	vidéo	vidéo	ADJ	e	18.468	18.475
3085	émotions	émotion	NOM	f	18.456	28.177
3086	criminel	criminel	NOM	m	18.456	40.022
3087	matière	matière	NOM	f	18.453	21.193
3088	publique	public	ADJ	f	18.449	48.978
3089	donnent	donner	VER	""	18.427	1133.864
3090	pensée	pensée	NOM	f	18.421	46.184
3091	recule	reculer	VER	""	18.408	61.437
3092	tireur	tireur	NOM	m	18.408	23.171
3093	signature	signature	NOM	f	18.405	21.696
3094	sable	sable	NOM	m	18.383	20.611
3095	sortira	sortir	VER	""	18.373	920.845
3096	arrivait	arriver	VER	""	18.348	1211.342
3097	congé	congé	NOM	m	18.348	22.731
3098	retourné	retourner	VER	m	18.326	267.858
3099	convaincu	convaincre	VER	m	18.326	67.693
3100	nana	nana	NOM	f	18.307	27.149
3101	bah	bah	ONO	""	18.307	18.345
3102	ouverture	ouverture	NOM	f	18.297	19.089
3103	épaule	épaule	NOM	f	18.294	31.718
3104	digne	digne	ADJ	e	18.291	21.218
3105	boule	boule	NOM	e	18.285	31.196
3106	suivant	suivant	NOM	m	18.269	25.215
3107	emprunter	emprunter	VER	""	18.266	35.111
3108	new	new	ADJ	m	18.244	18.377
3109	parfum	parfum	NOM	m	18.237	20.475
3110	accroche	accrocher	VER	""	18.234	53.991
3111	russe	russe	ADJ	e	18.231	24.782
3112	quiconque	quiconque	PRO:rel	""	18.228	18.228
3113	recherche	rechercher	VER	""	18.225	56.658
3114	commande	commande	NOM	f	18.218	31.332
3115	passes	passer	VER	""	18.215	1522.114
3116	claire	clair	ADJ	f	18.209	108.259
3117	débile	débile	ADJ	e	18.209	21.924
3118	supporte	supporter	VER	""	18.206	68.259
3119	coupez	couper	VER	""	18.199	138.491
3120	assistante	assistant	NOM	f	18.193	42.127
3121	conseiller	conseiller	NOM	m	18.184	25.924
3122	éloigner	éloigner	VER	""	18.171	55.930
3123	couleurs	couleur	NOM	f	18.168	63.155
3124	cirque	cirque	NOM	m	18.165	18.475
3125	territoire	territoire	NOM	m	18.161	20.737
3126	vingt	vingt	ADJ:num	""	18.161	18.177
3127	sortis	sortir	VER	""	18.152	920.845
3128	entraîner	entraîner	VER	""	18.152	55.234
3129	direct	direct	ADJ	m	18.149	26.642
3130	alibi	alibi	NOM	m	18.139	19.484
3131	printemps	printemps	NOM	m	18.130	18.130
3132	suffisant	suffisant	ADJ	m	18.123	24.146
3133	sure	sur	ADJ	f	18.117	77.468
3134	gêne	gêner	VER	""	18.108	40.835
3135	humains	humain	ADJ	m	18.095	106.756
3136	officiellement	officiellement	ADV	""	18.092	18.108
3137	bagarre	bagarre	NOM	f	18.085	21.104
3138	tentative	tentative	NOM	f	18.082	21.459
3139	examiner	examiner	VER	""	18.076	39.051
3140	by	by	NOM	m	18.073	18.104
3141	for	for	NOM	m	18.047	18.057
3142	guérir	guérir	VER	""	18.035	41.440
3143	détail	détail	NOM	m	18.019	62.399
3144	policiers	policier	NOM	m	18.003	42.108
3145	fêter	fêter	VER	""	17.997	33.165
3146	prisonniers	prisonnier	NOM	m	17.994	36.250
3147	anniversaire	anniversaire	ADJ	e	17.994	18.342
3148	difficiles	difficile	ADJ	e	17.975	163.528
3149	travaillent	travailler	VER	""	17.965	520.703
3150	demi-heure	heur	NOM	f	17.953	19.101
3151	mamie	mamie	NOM	f	17.953	18.320
3152	portefeuille	portefeuille	NOM	m	17.937	19.263
3153	pile	pile	NOM	f	17.921	22.791
3154	adorer	adorer	VER	""	17.908	243.253
3155	sommet	sommet	NOM	m	17.908	19.851
3156	déplacer	déplacer	VER	""	17.899	49.772
3157	stade	stade	NOM	m	17.896	18.902
3158	respecter	respecter	VER	""	17.892	62.712
3159	faisiez	faire	VER	""	17.880	9061.728
3160	dames	dame	NOM	f	17.880	84.171
3161	aides	aider	VER	""	17.873	802.867
3162	troupes	troupe	NOM	f	17.870	26.595
3163	renvoyer	renvoyer	VER	""	17.864	57.848
3164	machines	machine	NOM	f	17.861	70.408
3165	monstres	monstre	NOM	m	17.858	67.456
3166	taper	taper	VER	""	17.839	56.801
3167	analyse	analyse	NOM	f	17.835	27.028
3168	loyer	loyer	NOM	m	17.829	19.063
3169	chouette	chouette	ADJ	e	17.826	19.123
3170	seraient	être	VER	""	17.816	35040.212
3171	dessous	dessous	NOM	m	17.816	20.063
3172	cesse	cesse	NOM	f	17.791	17.864
3173	démons	démon	NOM	m	17.785	45.361
3174	enregistrement	enregistrement	NOM	m	17.778	24.946
3175	puisses	pouvoir	VER	""	17.778	6267.658
3176	plaque	plaque	NOM	f	17.750	27.601
3177	roule	rouler	VER	""	17.747	54.478
3178	progrès	progrès	NOM	m	17.744	17.747
3179	compétition	compétition	NOM	f	17.737	18.801
3180	née	naître	VER	f	17.737	78.022
3181	trafic	trafic	NOM	m	17.731	18.335
3182	adaptation	adaptation	NOM	f	17.728	17.845
3183	cherchait	chercher	VER	""	17.722	636.981
3184	huile	huile	NOM	f	17.712	19.396
3185	éliminer	éliminer	VER	""	17.709	37.120
3186	chargé	charger	VER	m	17.699	83.199
3187	invitation	invitation	NOM	f	17.680	21.332
3188	malade	malade	NOM	e	17.671	26.519
3189	précieux	précieux	ADJ	m	17.652	28.149
3190	rats	rat	NOM	m	17.652	36.962
3191	marchera	marcher	VER	""	17.642	353.823
3192	clinique	clinique	NOM	f	17.636	18.750
3193	pigé	piger	VER	""	17.623	33.972
3194	boit	boire	VER	""	17.623	266.661
3195	livrer	livrer	VER	""	17.617	47.934
3196	populaire	populaire	ADJ	e	17.617	20.829
3197	expression	expression	NOM	f	17.608	19.497
3198	cap	cap	NOM	m	17.604	18.351
3199	van	van	NOM	e	17.598	19.959
